4,0.0
5,0.0
6,0.0
7,-4.409371678818791
8,59.79762269402138
9,57.73566466855333
10,59.10670619382454
11,51.76001750667623
12,52.707151500361896
13,57.65000102328286
14,58.46831728424894
15,56.33596418925612
16,59.21897013310038
17,60.61172151691675
18,14.33124545284275
19,151.0880928707882
20,157.5598294758227
21,148.11202349936286
22,157.26124236564658
23,149.22841841579037
24,142.07091128729076
25,-0.8693394807076716
26,35.13780899049889
27,53.66095733381721
28,56.68521865936712
29,61.82584026048055
30,57.338763933943994
31,54.96223355788879
32,61.74013205253377
33,55.28161369024891
34,57.66825593701322
35,-101.94032606364051
36,8.02248101115742
37,6.757167560510159
38,5.146579955250074
39,1.7586092938994835
40,0.6068657682742272
41,1.8428429624267475
42,5.8587451307118625
43,0.11325885688540033
44,-3.0392532795046763
45,0.7648619838148532
46,50.34675181667691
47,46.14043130725403
48,42.86342502741501
49,48.14409036251004
50,41.518381704871594
51,52.20335590227613
52,57.693134778704426
53,85.90009318696016
54,85.38719865662758
55,86.91418672644417
56,84.2559389102751
57,84.36820327439708
58,82.88515817551976
59,77.33222424350178
60,79.6765559707586
61,1.1353036333047488
62,-0.45041453468157716
63,-2.5964710533915074
64,1.7217303630704832
65,-2.569025640573435
66,1.3452534599582386
67,1.6911949321574706
68,43.79234472652368
69,41.44186319177317
70,43.386018762720354
71,39.53851253037413
72,83.76975956693676
73,86.40024076212647
74,74.67122275415866
75,74.91861576229944
76,79.01202127813815
77,85.22043534307787
78,84.18158201818203
79,78.18595124533769
80,87.67380170570736
81,75.4089911756037
