4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,18.184864204879283
22,30.62478166902473
23,24.606920703371518
24,26.287135251853993
25,25.9720856516784
26,25.95704655356657
27,21.928507925552037
28,20.48828377642381
29,28.730473521498812
30,41.981522492958874
31,41.0491995528054
32,40.12387314034901
33,41.11190690792427
34,39.8178985500867
35,43.96757430837368
36,38.502017455454656
37,28.645393714304063
38,37.25482454146836
39,119.0310743567462
40,125.60685768677908
41,127.78048195716978
42,135.82627344100385
43,141.67855184719303
44,145.18828898965614
45,139.48696346304337
46,146.61482423222077
47,137.65931208179606
48,50.05609194146703
49,48.09137685171098
50,68.95057125419933
51,62.63506530053061
52,64.29728690402719
53,65.23416742428928
54,17.52108267502414
55,26.866898975289548
56,26.517143204724224
57,26.604554091025978
58,22.729973934665484
59,42.281039558285386
60,42.44830438899363
61,43.3985620255247
62,38.13077110699355
63,23.126846991592554
64,22.2969779867575
65,103.42013196734034
66,119.11940296448749
67,122.11262544012469
68,117.61264301701759
69,130.1032329764656
70,63.66962283520445
71,42.50591696907535
72,66.34781007972576
73,66.63398001748511
74,3.420331565464337
75,45.6455700720938
76,42.25356797879786
77,42.846442903999986
78,43.368757972216024
79,39.63375911173332
80,38.614124009501126
81,40.0996145473482
